response_id,company_id,survey_year,quarter,country,region,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,ai_adoption_rate,ai_adoption_stage,years_using_ai,ai_primary_tool,num_ai_tools_used,ai_use_case,ai_projects_active,ai_training_hours,ai_budget_percentage,ai_maturity_score,ai_failure_rate,ai_investment_per_employee,regulatory_compliance_score,data_privacy_level,ai_ethics_committee,ai_risk_management_score,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,productivity_change_percent,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,innovation_score,customer_satisfaction,survey_source,data_collection_method
11408,COMP-00713,2026,Q4,India,Asia,Finance,Startup,99,8.99,2021,5,0-5 years,52.28,partial,3,Custom Internal AI,3,Fraud Detection,7,53.86,12.62,0.509,11.13,11461.12,66,Medium,No,52,57.99,6.06,29.4,8.18,23.08,6,6,12,16.55,3.54,67,8.93,Internal Corporate Survey,Online Survey
153746,COMP-09610,2023,Q2,Spain,Europe,Agriculture,Enterprise,8659,2646.44,2004,19,16-30 years,34.14,pilot,3,Claude,2,Predictive Maintenance,8,11.32,11.11,0.329,30.65,33950.49,54,High,Yes,57,39.41,6.27,19.52,4.98,11.15,440,345,0,9.46,3.24,68,5.46,McKinsey Report,API Scrape
7822,COMP-00489,2026,Q2,France,Europe,Logistics,SME,607,406.78,2010,16,16-30 years,49.41,partial,5,GitHub Copilot,3,Predictive Maintenance,15,34.1,12.35,0.557,25.24,82756.55,71,Medium,No,64,51.0,6.39,26.39,13.66,18.15,37,39,47,2.55,7.2,51,6.16,WEF Survey,Research Compilation
16124,COMP-01008,2025,Q4,Australia,Oceania,Finance,Startup,25,11.68,1993,32,30+ years,67.79,partial,3,ChatGPT,4,Fraud Detection,9,50.74,15.86,0.573,14.61,74101.34,70,High,No,64,74.77,6.26,41.19,12.0,21.27,2,2,3,10.59,8.49,67,7.03,LinkedIn Poll,Phone Interview
138260,COMP-08642,2023,Q4,South Africa,Africa,Technology,Enterprise,4126,6835.92,2020,3,0-5 years,70.19,full,2,ChatGPT,6,Customer Support,9,60.99,22.87,0.709,12.48,378885.18,72,High,Yes,65,82.3,5.48,31.39,8.45,18.57,236,320,600,1.28,3.71,63,6.21,McKinsey Report,API Scrape
89090,COMP-05569,2023,Q2,Egypt,Africa,Consulting,Enterprise,8178,2106.01,2008,15,6-15 years,23.96,pilot,5,Gemini,1,Marketing Automation,7,9.27,2.45,0.188,33.84,6313.34,78,High,No,60,38.79,4.7,20.31,7.78,5.67,351,229,0,1.22,5.01,55,4.24,Internal Corporate Survey,API Scrape
127755,COMP-07985,2025,Q3,Egypt,Africa,Healthcare,SME,280,118.9,1993,32,30+ years,31.04,pilot,4,Gemini,4,Customer Support,4,19.55,5.07,0.216,34.74,21519.06,73,Medium,No,48,39.86,5.9,4.92,4.58,4.06,1,8,9,-2.92,1.88,59,4.7,LinkedIn Poll,API Scrape
142610,COMP-08914,2023,Q2,Japan,Asia,Technology,Startup,47,42.05,1994,29,16-30 years,43.04,partial,7,ChatGPT,1,Software Development,9,28.27,10.2,0.404,28.15,91297.6,75,High,No,66,59.61,5.73,33.52,9.45,11.92,4,2,2,1.27,6.01,53,6.07,McKinsey Report,API Scrape
156031,COMP-09752,2026,Q3,Netherlands,Europe,Agriculture,SME,285,203.75,2000,26,16-30 years,51.63,partial,5,Other,1,Customer Support,8,42.29,17.59,0.544,22.37,125721.72,83,Low,No,60,32.6,5.46,51.88,13.67,17.35,29,20,24,14.43,15.31,48,4.99,LinkedIn Poll,API Scrape
89794,COMP-05613,2023,Q2,UK,Europe,Agriculture,Startup,93,28.38,2005,18,16-30 years,40.67,partial,7,Other,2,HR Automation,8,37.95,8.09,0.399,22.83,24693.38,70,High,No,43,46.89,6.08,23.34,7.39,10.54,5,4,9,2.95,2.85,53,5.19,Internal Corporate Survey,Research Compilation
125,COMP-00008,2026,Q1,South Africa,Africa,Healthcare,Enterprise,18340,2630.56,2022,4,0-5 years,23.18,pilot,2,ChatGPT,1,Predictive Maintenance,9,36.19,7.35,0.399,27.02,10547.92,78,Medium,Yes,76,39.59,5.41,16.65,5.13,13.1,498,420,1464,9.09,0.63,62,4.34,Internal Corporate Survey,Research Compilation
75874,COMP-04743,2023,Q2,India,Asia,Manufacturing,Startup,67,20.67,2014,9,6-15 years,26.82,pilot,3,Claude,2,Supply Chain Optimization,11,24.86,5.19,0.356,30.03,15998.69,50,High,No,61,37.06,5.75,13.96,5.85,12.2,1,4,3,3.83,0.0,61,5.04,McKinsey Report,API Scrape
90566,COMP-05661,2024,Q2,Canada,North America,Technology,SME,400,213.65,2002,22,16-30 years,19.19,pilot,5,Claude,1,Customer Support,6,22.63,6.55,0.282,35.95,35009.31,78,Medium,Yes,60,56.19,5.9,8.86,4.62,14.86,9,15,23,3.82,2.0,45,6.37,LinkedIn Poll,Research Compilation
56408,COMP-03526,2024,Q4,Philippines,Asia,Education,Startup,49,47.6,1995,29,16-30 years,41.43,partial,6,Custom Internal AI,3,HR Automation,6,46.56,8.57,0.408,20.57,83222.92,70,High,No,42,36.44,5.94,42.8,16.46,12.31,4,2,5,9.1,6.07,67,4.73,LinkedIn Poll,Online Survey
14784,COMP-00924,2026,Q4,USA,North America,Retail,Startup,43,3.47,2014,12,6-15 years,47.26,partial,10,Custom Internal AI,4,Customer Support,5,34.8,9.26,0.352,20.25,7472.21,83,High,No,60,46.37,5.75,15.61,4.32,10.55,2,3,3,6.54,1.61,49,5.86,WEF Survey,API Scrape
145224,COMP-09077,2024,Q4,Poland,Europe,Agriculture,SME,674,406.11,1991,33,30+ years,23.36,pilot,2,Gemini,1,Customer Support,7,8.66,7.22,0.249,35.96,43500.9,62,Low,No,51,22.54,4.88,5.08,4.68,0.0,5,19,36,9.06,2.41,46,4.22,McKinsey Report,Research Compilation
24472,COMP-01530,2024,Q4,Australia,Oceania,Finance,SME,343,234.72,2012,12,6-15 years,23.03,pilot,4,Custom Internal AI,2,HR Automation,4,19.86,8.84,0.267,38.26,60519.04,65,High,Yes,64,61.61,5.29,8.89,3.69,8.11,5,11,10,4.01,8.6,57,4.52,Internal Corporate Survey,API Scrape
142742,COMP-08922,2024,Q2,Italy,Europe,Agriculture,Enterprise,2693,4275.71,2007,17,16-30 years,21.65,pilot,2,ChatGPT,1,Predictive Maintenance,10,23.23,9.31,0.388,28.07,147765.49,62,Low,No,57,38.38,5.04,8.08,2.49,7.15,83,84,160,0.55,2.71,41,4.58,McKinsey Report,Online Survey
59920,COMP-03745,2026,Q4,India,Asia,Consulting,Startup,91,44.66,2005,21,16-30 years,27.69,pilot,9,Claude,2,HR Automation,7,17.53,6.8,0.28,27.98,33356.67,70,Medium,Yes,60,32.72,5.02,19.33,5.5,5.52,4,3,4,14.16,12.39,61,2.88,McKinsey Report,Online Survey
139292,COMP-08706,2025,Q4,China,Asia,Agriculture,SME,972,159.9,2001,24,16-30 years,21.99,pilot,5,ChatGPT,2,Supply Chain Optimization,1,17.97,3.39,0.137,38.44,5579.81,71,Medium,No,58,37.56,4.5,14.79,6.11,0.76,28,31,58,3.37,0.0,52,5.5,Internal Corporate Survey,Research Compilation
93302,COMP-05832,2024,Q2,UK,Europe,Finance,Startup,30,47.01,2007,17,16-30 years,50.92,partial,2,Custom Internal AI,4,HR Automation,7,36.97,9.57,0.398,15.34,149884.79,72,High,Yes,49,59.2,4.92,34.48,11.7,7.23,1,2,2,8.87,9.25,51,5.54,Internal Corporate Survey,API Scrape
17704,COMP-01107,2024,Q4,Egypt,Africa,Manufacturing,Startup,44,44.93,2014,10,6-15 years,33.34,pilot,5,ChatGPT,4,HR Automation,5,30.36,8.49,0.323,24.71,86730.28,66,Medium,Yes,65,37.7,5.45,27.23,9.39,10.7,3,2,3,5.9,5.16,56,6.43,WEF Survey,API Scrape
111957,COMP-06998,2024,Q1,Philippines,Asia,Healthcare,Enterprise,18939,4658.15,2002,22,16-30 years,43.82,partial,7,GitHub Copilot,2,Customer Support,11,38.42,10.2,0.479,24.0,25078.64,40,High,Yes,65,34.58,5.31,27.18,8.93,13.8,782,1266,1936,5.38,4.79,63,6.52,WEF Survey,API Scrape
14099,COMP-00882,2023,Q3,Japan,Asia,Manufacturing,Startup,33,24.82,2016,7,6-15 years,50.26,partial,4,Custom Internal AI,3,HR Automation,0,42.41,12.24,0.34,19.64,92039.99,84,High,Yes,65,57.28,5.34,32.49,11.38,10.65,2,2,2,5.84,5.88,58,4.78,McKinsey Report,Research Compilation
41479,COMP-02593,2024,Q3,France,Europe,Technology,Startup,59,26.54,1994,30,16-30 years,58.25,partial,7,GitHub Copilot,1,HR Automation,3,44.79,13.6,0.418,17.93,61174.16,77,Medium,No,73,67.71,5.46,34.63,7.09,14.97,4,4,7,5.65,6.24,53,4.87,WEF Survey,Research Compilation
78747,COMP-04922,2025,Q3,New Zealand,Oceania,Education,Enterprise,16575,5941.3,2020,5,0-5 years,26.67,pilot,3,ChatGPT,2,Software Development,5,27.44,9.16,0.32,27.19,32829.9,74,Medium,Yes,70,36.46,5.43,16.38,4.18,4.76,857,567,1163,2.52,8.53,57,5.76,Internal Corporate Survey,API Scrape
18813,COMP-01176,2026,Q1,Singapore,Asia,Education,Enterprise,2301,7320.36,2008,18,16-30 years,45.05,partial,9,Gemini,1,Customer Support,4,38.88,8.73,0.345,26.6,277821.85,71,High,No,57,51.32,5.7,24.39,8.98,11.29,107,117,245,7.41,5.18,49,5.49,WEF Survey,Phone Interview
152307,COMP-09520,2023,Q3,France,Europe,Manufacturing,SME,775,316.51,1992,31,30+ years,27.37,pilot,2,Claude,1,HR Automation,1,13.91,9.66,0.203,39.19,39431.37,83,Medium,Yes,60,32.16,5.73,17.56,7.26,11.69,15,24,0,2.48,4.89,63,5.41,WEF Survey,Phone Interview
90477,COMP-05655,2026,Q1,Vietnam,Asia,Consulting,Startup,62,31.11,2014,12,6-15 years,30.28,pilot,6,Gemini,2,Software Development,5,34.85,6.42,0.314,25.65,32215.36,66,High,No,58,23.98,4.94,25.82,8.91,13.83,3,2,5,2.05,11.08,44,4.69,WEF Survey,Phone Interview
124978,COMP-07812,2023,Q2,Malaysia,Asia,Technology,Enterprise,3717,3100.55,1990,33,30+ years,29.17,pilot,5,ChatGPT,2,Software Development,9,15.9,8.14,0.325,31.52,67896.36,68,Medium,Yes,68,61.64,5.95,23.47,3.63,2.64,148,123,245,-0.29,7.05,66,5.46,Internal Corporate Survey,API Scrape
36726,COMP-02296,2024,Q2,South Korea,Asia,Consulting,Startup,38,21.72,2011,13,6-15 years,45.05,partial,5,Claude,3,Marketing Automation,7,37.69,11.92,0.433,12.78,68155.85,74,High,No,70,53.58,5.87,20.76,5.01,16.67,2,2,2,12.33,5.11,55,6.68,LinkedIn Poll,Phone Interview
125584,COMP-07849,2026,Q4,France,Europe,Retail,Enterprise,16668,614.8,2017,9,6-15 years,62.06,partial,5,Other,4,Marketing Automation,14,40.74,17.5,0.636,10.44,6455.98,68,High,Yes,70,58.79,5.81,28.24,9.08,19.67,1000,1301,1513,7.1,6.27,64,5.85,LinkedIn Poll,Phone Interview
7926,COMP-00496,2024,Q2,Nigeria,Africa,Retail,SME,986,485.21,2010,14,6-15 years,43.0,partial,5,Gemini,3,Customer Support,8,28.78,9.95,0.386,21.24,48945.99,68,Medium,No,47,43.37,6.43,20.06,5.31,12.64,39,51,38,11.76,11.79,52,6.49,Internal Corporate Survey,Research Compilation
18871,COMP-01180,2024,Q3,Australia,Oceania,Agriculture,Enterprise,17969,5273.42,2006,18,16-30 years,58.12,partial,6,Custom Internal AI,3,Supply Chain Optimization,10,43.95,9.7,0.479,20.14,28465.89,83,Medium,Yes,71,57.64,5.32,27.66,11.69,11.96,1165,1209,1976,5.07,2.68,49,5.58,McKinsey Report,Online Survey
145274,COMP-09080,2025,Q2,Spain,Europe,Agriculture,SME,427,344.58,2018,7,6-15 years,18.66,pilot,3,Custom Internal AI,1,Supply Chain Optimization,10,20.75,5.22,0.323,30.56,42148.2,68,Medium,Yes,57,26.82,5.88,1.95,4.98,8.23,0,7,25,-1.51,1.66,55,4.33,Internal Corporate Survey,Online Survey
27967,COMP-01748,2026,Q3,Japan,Asia,Education,Startup,92,10.51,2009,17,16-30 years,40.07,partial,8,Other,3,Software Development,6,31.58,10.91,0.377,22.14,12463.01,77,Medium,Yes,56,59.84,6.23,28.37,6.13,8.3,6,4,5,6.72,6.74,65,5.92,Internal Corporate Survey,Phone Interview
41968,COMP-02623,2026,Q4,Sweden,Europe,Consulting,SME,855,442.61,2019,7,6-15 years,17.93,pilot,3,Custom Internal AI,2,Software Development,8,20.58,4.18,0.275,30.8,21637.3,73,High,Yes,63,57.99,4.63,3.0,3.3,9.18,0,17,44,10.66,0.06,52,6.07,LinkedIn Poll,Phone Interview
124388,COMP-07775,2023,Q4,New Zealand,Oceania,Consulting,Startup,63,4.24,1996,27,16-30 years,13.1,pilot,4,Claude,1,Marketing Automation,3,13.15,1.04,0.119,33.16,703.09,76,High,No,60,42.79,4.42,0.0,0.0,0.0,0,1,2,3.5,0.0,47,3.71,McKinsey Report,Phone Interview
101308,COMP-06332,2025,Q4,Malaysia,Asia,Manufacturing,Startup,86,12.19,2006,19,16-30 years,40.0,partial,4,Gemini,1,Supply Chain Optimization,9,21.31,7.15,0.334,28.89,10132.56,69,Medium,No,72,30.83,5.07,22.03,5.51,7.37,4,5,5,3.86,5.34,45,4.81,LinkedIn Poll,Phone Interview
118432,COMP-07402,2026,Q4,UK,Europe,Manufacturing,Startup,63,28.7,2013,13,6-15 years,41.91,partial,4,Claude,4,Predictive Maintenance,0,17.53,8.0,0.18,35.37,36442.97,77,Medium,No,52,29.93,5.12,24.98,5.57,9.96,4,2,2,4.88,6.92,71,5.15,WEF Survey,Research Compilation
54542,COMP-03409,2026,Q2,Colombia,South America,Consulting,Startup,62,45.95,1991,35,30+ years,43.04,partial,8,Claude,3,Software Development,13,37.05,10.64,0.513,22.37,78887.71,75,High,No,51,35.94,5.45,17.9,7.34,14.48,3,4,4,6.53,10.07,64,6.93,Internal Corporate Survey,Research Compilation
137873,COMP-08618,2023,Q1,Chile,South America,Education,Enterprise,13152,8705.31,2000,23,16-30 years,54.0,partial,5,Claude,4,Customer Support,10,43.15,12.88,0.518,33.09,85244.71,79,Low,Yes,71,54.02,7.77,32.3,9.04,15.66,921,881,1130,9.54,11.35,66,6.44,WEF Survey,Online Survey
71663,COMP-04479,2026,Q3,Poland,Europe,Education,Startup,51,30.84,2007,19,16-30 years,44.85,partial,7,Custom Internal AI,2,Software Development,0,44.73,7.53,0.287,15.61,45553.47,70,Low,Yes,66,48.14,6.38,25.76,2.85,14.58,3,3,4,8.58,8.13,59,6.46,LinkedIn Poll,API Scrape
122628,COMP-07665,2023,Q4,Italy,Europe,Logistics,SME,515,190.56,2005,18,16-30 years,25.7,pilot,2,Claude,2,Fraud Detection,8,7.43,10.16,0.3,38.22,37602.35,63,Medium,No,52,4.53,5.1,11.55,4.33,2.35,21,11,5,-5.0,0.0,52,4.73,Internal Corporate Survey,Research Compilation
18296,COMP-01144,2024,Q4,Egypt,Africa,Healthcare,Enterprise,14434,8446.2,2022,2,0-5 years,39.32,partial,2,GitHub Copilot,4,Predictive Maintenance,13,30.85,14.16,0.534,23.78,82833.44,73,Low,Yes,78,45.72,5.69,23.68,7.55,18.19,632,918,1290,2.51,6.38,61,5.54,Internal Corporate Survey,Online Survey
134045,COMP-08378,2026,Q1,Thailand,Asia,Consulting,Startup,76,34.24,1996,30,16-30 years,36.62,partial,7,GitHub Copilot,2,Marketing Automation,9,38.55,8.99,0.431,12.11,40523.84,54,Low,Yes,65,52.44,5.62,21.41,4.47,14.04,4,3,9,2.52,5.89,58,7.22,WEF Survey,Research Compilation
49773,COMP-03111,2026,Q1,Germany,Europe,Healthcare,SME,900,318.11,2019,7,6-15 years,48.39,partial,2,ChatGPT,3,Predictive Maintenance,13,12.9,11.13,0.419,33.23,39339.73,79,High,No,65,32.79,5.56,34.02,10.48,13.77,73,47,15,11.6,3.79,57,5.12,LinkedIn Poll,Research Compilation
159914,COMP-09995,2025,Q2,New Zealand,Oceania,Consulting,SME,629,370.86,1998,27,16-30 years,42.61,partial,4,Gemini,2,Marketing Automation,8,20.44,10.51,0.359,24.65,61947.73,66,Medium,Yes,56,40.7,5.8,32.48,9.92,3.81,44,34,44,10.5,7.26,68,3.97,Internal Corporate Survey,Online Survey
109188,COMP-06825,2023,Q4,Egypt,Africa,Technology,Startup,49,18.38,2003,20,16-30 years,36.49,partial,6,ChatGPT,1,HR Automation,9,26.31,11.08,0.407,23.67,41559.28,56,Low,Yes,59,59.83,5.61,19.4,6.84,16.88,3,3,2,-1.3,1.75,50,5.24,WEF Survey,Research Compilation
5225,COMP-00327,2025,Q1,Vietnam,Asia,Retail,Startup,42,20.94,2002,23,16-30 years,35.28,partial,4,Custom Internal AI,2,Marketing Automation,6,28.2,6.6,0.306,19.72,32928.66,65,High,Yes,57,33.49,6.64,28.94,4.44,7.0,2,2,2,9.09,3.44,64,6.95,LinkedIn Poll,Research Compilation
156597,COMP-09788,2024,Q1,India,Asia,Agriculture,SME,440,228.65,2013,11,6-15 years,26.08,pilot,2,ChatGPT,2,Predictive Maintenance,8,9.59,7.15,0.269,24.4,37157.07,70,Medium,No,41,41.82,5.38,7.75,1.03,2.35,9,16,0,-5.0,2.08,49,4.84,LinkedIn Poll,Research Compilation
10825,COMP-00677,2025,Q1,Philippines,Asia,Retail,SME,827,413.64,1991,34,30+ years,38.58,partial,5,Gemini,4,Customer Support,9,33.2,9.53,0.415,24.63,47687.19,59,High,No,55,21.16,6.88,23.53,5.0,12.11,43,38,57,2.26,5.49,53,5.48,LinkedIn Poll,Phone Interview
118572,COMP-07411,2025,Q4,Argentina,South America,Manufacturing,Startup,80,17.13,1998,27,16-30 years,13.9,pilot,4,GitHub Copilot,3,Supply Chain Optimization,1,11.02,4.16,0.118,33.28,8910.56,66,High,No,56,26.71,4.66,19.99,6.91,6.0,4,1,4,5.04,4.12,43,5.02,WEF Survey,API Scrape
125059,COMP-07817,2023,Q3,Philippines,Asia,Manufacturing,Startup,92,30.72,1995,28,16-30 years,5.83,none,0,Other,1,Customer Support,4,4.4,5.73,0.161,36.96,19144.9,42,Medium,Yes,49,17.55,5.08,0.0,1.2,0.0,0,0,2,-3.41,3.52,43,5.4,Internal Corporate Survey,Online Survey
94320,COMP-05895,2026,Q4,Vietnam,Asia,Technology,Enterprise,14962,4559.45,2010,16,16-30 years,67.38,partial,10,ChatGPT,4,Software Development,13,37.23,16.56,0.593,19.77,50456.64,57,Medium,No,60,69.17,6.79,28.23,5.97,17.2,754,1115,671,7.03,6.06,58,5.88,WEF Survey,API Scrape
124309,COMP-07770,2024,Q1,Sweden,Europe,Healthcare,Enterprise,18859,7277.38,2013,11,6-15 years,20.87,pilot,3,Gemini,1,Customer Support,5,14.43,5.52,0.217,29.79,21287.76,68,High,No,55,41.1,5.26,0.0,2.98,3.48,208,422,614,2.85,6.94,50,5.46,WEF Survey,Online Survey
120554,COMP-07535,2025,Q2,Kenya,Africa,Agriculture,SME,557,473.43,2007,18,16-30 years,30.74,pilot,9,ChatGPT,2,Supply Chain Optimization,4,21.2,9.79,0.286,29.68,83199.46,58,High,No,55,44.08,6.46,24.49,6.52,5.03,29,17,13,-5.0,8.46,49,4.97,LinkedIn Poll,Online Survey
61659,COMP-03854,2025,Q3,South Africa,Africa,Consulting,SME,111,392.76,2007,18,16-30 years,37.57,partial,7,Custom Internal AI,2,Software Development,5,36.43,6.7,0.324,18.26,236969.96,51,Medium,No,48,44.76,4.88,19.49,2.85,11.0,4,7,10,5.02,4.24,58,6.64,Internal Corporate Survey,Online Survey
45292,COMP-02831,2025,Q4,Spain,Europe,Manufacturing,Startup,88,9.75,2004,21,16-30 years,56.11,partial,8,ChatGPT,3,Supply Chain Optimization,7,36.55,18.17,0.511,23.03,20129.98,69,Low,No,60,36.22,5.52,35.22,11.53,16.61,6,6,5,10.2,0.0,65,7.41,Internal Corporate Survey,Online Survey
60771,COMP-03799,2023,Q3,Indonesia,Asia,Technology,Enterprise,6714,3883.01,1993,30,16-30 years,34.85,pilot,5,ChatGPT,3,Marketing Automation,4,27.63,8.77,0.299,33.5,50737.97,58,Low,Yes,59,51.63,5.53,15.49,3.56,2.83,306,298,347,5.74,2.37,53,4.8,LinkedIn Poll,Research Compilation
29847,COMP-01866,2024,Q3,Canada,North America,Agriculture,SME,151,294.53,1992,32,30+ years,46.7,partial,7,Claude,2,Predictive Maintenance,7,40.2,17.35,0.515,22.48,338355.47,87,Medium,No,65,42.11,5.78,23.99,6.58,13.67,6,9,8,10.66,7.21,64,6.85,Internal Corporate Survey,Online Survey
151385,COMP-09462,2025,Q1,South Africa,Africa,Manufacturing,Startup,74,16.84,2006,19,16-30 years,23.85,pilot,7,GitHub Copilot,2,Customer Support,6,6.18,5.11,0.194,32.96,11625.54,79,Medium,Yes,56,23.34,5.08,15.52,5.35,1.59,2,2,2,-4.95,2.34,51,4.54,LinkedIn Poll,API Scrape
31909,COMP-01995,2024,Q1,Philippines,Asia,Manufacturing,Startup,85,13.63,2022,2,0-5 years,32.88,pilot,2,GitHub Copilot,3,HR Automation,4,24.69,13.38,0.348,21.2,21449.48,71,Medium,No,49,22.74,5.73,25.45,7.09,8.13,3,3,7,14.95,3.49,54,7.2,LinkedIn Poll,Phone Interview
133337,COMP-08334,2025,Q1,China,Asia,Agriculture,SME,344,89.6,1999,26,16-30 years,48.82,partial,7,Gemini,2,Supply Chain Optimization,10,39.37,15.41,0.536,13.99,40136.12,87,Medium,Yes,81,29.81,5.76,33.25,10.51,18.64,27,21,25,10.9,9.81,63,6.2,LinkedIn Poll,API Scrape
54601,COMP-03413,2025,Q1,Singapore,Asia,Consulting,Enterprise,5313,2993.33,1999,26,16-30 years,37.35,partial,9,Custom Internal AI,4,HR Automation,5,16.01,10.1,0.285,31.81,56889.87,63,Medium,Yes,69,39.29,4.7,11.0,2.59,14.33,102,314,285,6.49,3.64,57,7.1,Internal Corporate Survey,Online Survey
116962,COMP-07311,2023,Q2,Thailand,Asia,Education,SME,123,483.86,2009,14,6-15 years,44.83,partial,2,GitHub Copilot,2,Marketing Automation,8,26.53,8.01,0.351,17.24,315167.9,69,High,No,60,57.1,4.83,28.14,7.31,1.48,8,7,7,-5.0,5.48,54,5.34,LinkedIn Poll,Online Survey
67980,COMP-04249,2025,Q4,Netherlands,Europe,Consulting,SME,659,410.65,2019,6,6-15 years,15.04,pilot,3,Claude,1,HR Automation,0,8.81,5.13,0.105,38.16,31942.0,85,Low,No,42,36.55,5.13,10.83,1.57,0.0,10,13,28,-0.68,6.8,52,4.14,WEF Survey,API Scrape
8905,COMP-00557,2025,Q1,Thailand,Asia,Logistics,SME,870,375.79,2016,9,6-15 years,32.13,pilot,7,ChatGPT,3,Predictive Maintenance,0,24.73,8.34,0.214,24.28,36004.76,70,High,No,57,42.11,5.41,18.92,6.51,8.88,21,33,55,8.99,0.35,48,6.77,LinkedIn Poll,Online Survey
143049,COMP-08941,2025,Q1,India,Asia,Finance,Startup,50,14.49,1996,29,16-30 years,24.21,pilot,8,Gemini,2,Marketing Automation,4,20.95,7.16,0.249,27.55,20749.09,52,Medium,Yes,56,26.5,4.36,21.74,7.5,0.0,3,2,3,5.73,9.46,54,3.16,McKinsey Report,Online Survey
149733,COMP-09359,2024,Q1,New Zealand,Oceania,Retail,Startup,12,14.45,1993,31,30+ years,42.65,partial,6,Custom Internal AI,3,Supply Chain Optimization,7,14.31,7.62,0.278,24.12,91736.58,69,High,Yes,61,31.18,7.2,15.13,5.51,8.67,0,1,1,-1.97,8.47,55,5.36,LinkedIn Poll,API Scrape
101836,COMP-06365,2025,Q4,South Korea,Asia,Agriculture,SME,379,374.56,2019,6,6-15 years,23.49,pilot,2,ChatGPT,3,Predictive Maintenance,3,29.45,5.18,0.242,23.3,51229.89,69,Medium,Yes,61,39.45,5.82,21.47,8.4,3.43,14,8,28,2.29,9.78,65,5.26,Internal Corporate Survey,API Scrape
127190,COMP-07950,2024,Q2,South Korea,Asia,Retail,Startup,63,17.78,2002,22,16-30 years,28.92,pilot,8,ChatGPT,3,Fraud Detection,4,14.44,5.29,0.197,21.0,14925.71,90,Medium,No,64,40.23,5.19,16.08,5.03,9.26,2,2,1,-2.13,2.64,45,5.49,McKinsey Report,API Scrape
19839,COMP-01240,2026,Q3,Chile,South America,Healthcare,SME,220,486.42,1994,32,30+ years,31.05,pilot,5,Claude,3,HR Automation,3,33.32,8.28,0.299,20.6,183065.46,71,Medium,Yes,56,35.27,5.68,25.33,6.34,12.49,14,8,18,5.3,4.41,45,8.96,Internal Corporate Survey,Phone Interview
158682,COMP-09918,2025,Q2,Italy,Europe,Technology,Startup,28,1.56,2012,13,6-15 years,31.88,pilot,9,GitHub Copilot,2,Software Development,4,17.52,9.89,0.271,26.24,5507.56,77,Medium,No,48,34.97,6.19,8.98,5.68,15.2,0,1,1,-3.84,3.62,52,5.51,Internal Corporate Survey,Research Compilation
33697,COMP-02107,2023,Q1,Colombia,South America,Consulting,SME,553,287.51,2013,10,6-15 years,11.56,pilot,7,Custom Internal AI,2,Software Development,0,24.44,2.53,0.136,30.06,13160.81,63,Low,No,56,35.74,5.4,0.0,0.9,0.37,5,12,37,3.43,0.68,54,4.15,WEF Survey,Phone Interview
52464,COMP-03279,2026,Q4,Vietnam,Asia,Technology,Startup,53,14.89,2014,12,6-15 years,73.77,full,3,GitHub Copilot,2,Customer Support,14,46.89,19.48,0.688,21.11,54715.09,60,High,No,66,78.64,6.63,31.61,6.81,15.09,3,5,6,13.16,14.61,67,6.64,WEF Survey,Research Compilation
25872,COMP-01617,2026,Q4,Spain,Europe,Finance,Startup,46,44.67,2014,12,6-15 years,44.82,partial,3,Gemini,4,Customer Support,8,18.54,9.64,0.339,19.46,93651.26,66,Low,No,76,54.39,6.79,23.37,7.75,12.25,2,3,1,-0.41,5.65,56,5.29,McKinsey Report,Research Compilation
88464,COMP-05529,2026,Q4,South Korea,Asia,Logistics,SME,863,132.09,1995,31,30+ years,53.85,partial,3,Gemini,4,Supply Chain Optimization,9,50.99,11.28,0.513,23.11,17267.04,85,Medium,Yes,61,18.6,5.95,35.89,9.92,16.9,51,60,118,6.05,10.14,66,7.49,WEF Survey,Research Compilation
149410,COMP-09339,2023,Q2,France,Europe,Healthcare,Startup,65,6.81,1991,32,30+ years,43.36,partial,5,GitHub Copilot,2,Medical Diagnostics,10,21.48,12.15,0.418,21.94,12732.45,82,High,No,57,40.5,5.03,22.02,5.88,16.43,3,4,3,15.88,0.53,60,4.84,Internal Corporate Survey,Phone Interview
44362,COMP-02773,2025,Q2,Indonesia,Asia,Consulting,SME,769,355.34,2020,5,0-5 years,44.12,partial,3,ChatGPT,1,HR Automation,5,16.25,2.94,0.19,32.37,13584.7,72,High,No,52,76.06,4.89,27.0,5.31,2.17,42,47,27,7.62,4.96,56,4.75,WEF Survey,API Scrape
26943,COMP-01684,2026,Q3,Poland,Europe,Manufacturing,Enterprise,10719,2029.35,1993,33,30+ years,61.28,partial,6,Custom Internal AI,3,Predictive Maintenance,9,49.25,15.11,0.557,17.44,28601.6,71,Low,No,57,46.86,4.79,32.86,8.61,14.18,639,731,1296,5.03,11.87,62,5.44,McKinsey Report,Online Survey
8961,COMP-00561,2023,Q1,Vietnam,Asia,Finance,SME,673,301.39,2020,3,0-5 years,35.5,partial,1,Claude,2,Fraud Detection,5,32.67,14.5,0.413,23.1,64927.42,60,High,No,61,49.03,5.81,6.22,6.82,12.24,21,29,49,11.43,3.86,42,6.13,McKinsey Report,Research Compilation
